cod_id,http_status,stage_failed,reject_detail,n_blocks,n_sites,n_sites_primitive,volume_a3,is_ordered,formula_declared,formula_parsed,max_z,min_nn_dist_a,contains_carbon,n_parser_warnings,survived
1000023,200,ordered,partial or mixed site occupancy,1,37,,406.3448,False,,Fe4 Cu2.9376 P6 O24,29,,False,1,False
1001000,200,ordered,partial or mixed site occupancy,1,304,,2468.7992,False,,Ca16 H64 N32 O128,20,,False,1,False
1001067,200,parsed,ValueError: Invalid CIF file with no structures!,,,,,,,,,,,2,False
1001399,200,ordered,partial or mixed site occupancy,1,20,,241.7983,False,,Sr4 Fe2 Ru2 O12,44,,False,0,False
1001501,200,,,1,18,9,245.6608,True,Ba Ni O5 Y2,Ba2 Y4 Ni2 O10,56,1.88,False,0,True
1001546,200,ordered,partial or mixed site occupancy,1,14,,162.2161,False,,Ca2 Y2 Al2 O8,39,,False,0,False
1001571,200,ordered,partial or mixed site occupancy,1,140,,1627.069,False,,Sr19.992 Cu12 Bi8 C8 O64,83,,False,0,False
1001641,200,ordered,partial or mixed site occupancy,1,196,,2965.9963,False,,Cs18 Al6 Mo18 P22 O118,55,,False,1,False
1001671,200,ordered,partial or mixed site occupancy,1,30,,190.2298,False,,Nd4 Cu2 O7,60,,False,0,False
1001714,200,ordered,partial or mixed site occupancy,1,24,,292.7553,False,,Sr5 Mn4 C1 O13,38,,False,0,False
1001837,200,,,1,24,12,632.5087,True,As3 Cd2 I,Cd8 As12 I4,53,2.417,False,0,True
1006039,200,,,1,24,24,341.5677,True,F4 K Mn,K4 Mn4 F16,25,1.8051,False,0,True
1007241,200,,,1,56,56,614.4384,True,Cu Li O9 P3,Li4 Cu4 P12 O36,29,1.4667,False,0,True
1007257,200,,,1,28,28,369.1983,True,K Mg O9 P3,K2 Mg2 P6 O18,19,1.4324,False,1,True
1008154,200,,,1,20,20,219.3989,True,Cr Dy O3,Dy4 Cr4 O12,66,1.9665,False,0,True
1008505,200,ordered,partial or mixed site occupancy,1,114,,1300.7538,False,,Ba5.94 Zn5.64 Fe36.12 O66,56,,False,0,False
1008870,200,,,1,2,2,27.5999,True,Os,Os2,76,2.6618,False,1,True
1010112,200,,,1,96,24,1073.7418,True,O4 Sb2,Sb32 O64,51,2.1054,False,0,True
1010216,200,,,1,20,20,283.5934,True,Cl Na O3,Na4 Cl4 O12,17,1.4766,False,0,True
1010306,200,,,1,24,12,834.8038,True,I K O4,K4 I4 O16,53,2.7629,False,0,True
1010327,200,,,1,8,2,216.0,True,I Li,Li4 I4,53,3.0,False,0,True
1010683,200,parsed,ValueError: Invalid CIF file with no structures!,,,,,,,,,,,0,False
1010942,200,,,1,12,6,130.3639,True,O2 Ti,Ti4 O8,22,1.874,False,0,True
1011093,200,parsed,ValueError: Invalid CIF file with no structures!,,,,,,,,,,,3,False
1011165,200,ordered,partial or mixed site occupancy,1,8,,79.0033,False,,Fe3.716 O4,26,,False,0,False
1011291,200,,,1,14,14,178.7628,True,O5 V2,V4 O10,23,1.5683,False,0,True
1100114,200,parsed,ValueError: Invalid CIF file with no structures!,,,,,,,,,,,3,False
1100410,200,,,1,126,126,1369.7696,True,C25 H25 Co3 Cr O7 P2,Cr2 Co6 P4 H50 C50 O14,27,0.837,True,0,True
1100517,200,size_within_limit,208 sites > 150,1,208,,1929.7404,True,C22 H26 N2 O2,H104 C88 N8 O8,8,0.8531,True,0,False
1100717,200,,,1,56,56,1687.7094,True,Br3 La9 Sb16,La18 Sb32 Br6,57,3.0323,False,1,True
1101065,200,,,1,36,36,461.8974,True,Ca2 Fe2 O5,Ca8 Fe8 O20,26,1.8483,False,0,True
1101150,200,,,1,68,34,911.1439,True,B3 K O9 Sr4,K4 Sr16 B12 O36,38,1.3688,False,0,True
1101220,200,ordered,partial or mixed site occupancy,1,5168,,100078.6282,False,,K128 Ti64 Si32 W320 C1600 S32 O2048,74,,True,1,False
1501505,200,ordered,partial or mixed site occupancy,1,10,,130.3329,False,,Mg0.5 Ti0.5 Nb1 Pb2 O6,82,,False,0,False
1501575,200,,,1,2,2,20.4122,True,C W,W1 C1,74,2.1855,True,1,True
1501730,200,size_within_limit,156 sites > 150,1,156,,1408.4385,True,C5 H17 B5 N2 O10,B20 H68 C20 N8 O40,8,0.9667,True,0,False
1501801,200,size_within_limit,208 sites > 150,1,208,,1698.7254,True,C20 H30 O2,H120 C80 O8,8,0.9496,True,0,False
1501967,200,,,1,114,114,1073.3537,True,C26 H27 N O2,H56 C52 N2 O4,8,0.9098,True,1,True
1502067,200,size_within_limit,204 sites > 150,1,204,,1819.1896,True,C16 H29 N O4 S,H116 C64 S4 N4 O16,16,0.8837,True,0,False
1502126,200,size_within_limit,456 sites > 150,1,456,,5009.9644,True,C58 H44 I2 N6 O4,H176 C232 I8 N24 O16,53,,True,1,False
1502337,200,size_within_limit,180 sites > 150,1,180,,1726.4069,True,C20 H20 N2 O2 S,H80 C80 S4 N8 O8,16,0.929,True,1,False
1502523,200,,,1,106,106,1015.7381,True,C25 H26 O2,H52 C50 O4,8,0.8203,True,0,True
1502545,200,size_within_limit,176 sites > 150,1,176,,1628.829,True,C15 H23 N3 O2 S,H92 C60 S4 N12 O8,16,0.9496,True,0,False
1502622,200,size_within_limit,380 sites > 150,1,380,,3395.723,True,C18 H25 Cl N O2.5,H200 C144 N8 Cl8 O20,17,0.8373,True,1,False
1502625,200,ordered,partial or mixed site occupancy,1,276,,2897.4289,False,,Re4 H92 C94.4 Br0.8 N28 O34.4 F9.6,75,,True,0,False
1502685,200,ordered,partial or mixed site occupancy,1,864,,10114.4673,False,,Cu4 P4 H304 C440 N16 Cl16 F24,29,,True,0,False
1502708,200,ordered,partial or mixed site occupancy,1,824,,6903.8863,False,,H188 C80 N5 Cl2.624 O166.496,17,,True,1,False
1502929,200,ordered,partial or mixed site occupancy,1,360,,3939.1995,False,,H124 Pd4 C128 N32 O66,46,,True,0,False
1502981,200,size_within_limit,516 sites > 150,1,516,,5501.3007,True,C58 H46 F18 N2 O5,H184 C232 N8 O20 F72,9,,True,0,False
1503072,200,,,1,136,136,1292.3174,True,C12 H16 B N3 O2,B4 H64 C48 N12 O8,8,0.8794,True,0,True
1503161,200,size_within_limit,452 sites > 150,1,452,,4522.8541,True,C27 H23 N2 O4.5,H184 C216 N16 O36,8,,True,0,False
1503239,200,size_within_limit,328 sites > 150,1,328,,3245.5825,True,C21 H17 N O2,H136 C168 N8 O16,8,0.8752,True,0,False
1503403,200,,,1,82,82,769.3136,True,C16 H17 N O6 S,H34 C32 S2 N2 O12,16,0.8593,True,1,True
1503438,200,size_within_limit,224 sites > 150,1,224,,2090.3602,True,C23 H28 N2 O3,H112 C92 N8 O12,8,0.8802,True,0,False
1503548,200,ordered,partial or mixed site occupancy,1,447,,4338.5103,False,,H224 C161.5 N32 Cl4 O20.5,17,,True,1,False
1503567,200,size_within_limit,160 sites > 150,1,160,,1567.7557,True,C19 H14 N2 O5,H56 C76 N8 O20,8,0.859,True,0,False
1503609,200,size_within_limit,452 sites > 150,1,452,,4655.7375,True,C63 H43 Co O6,Co4 H172 C252 O24,27,,True,0,False
1503692,200,,,1,82,82,698.7746,True,C31 H46 O5,H46 C31 O5,8,0.8198,True,0,True
1503782,200,,,1,136,136,1235.7505,True,C14 H17 N O2,H68 C56 N4 O8,8,0.8765,True,0,True
1503927,200,ordered,partial or mixed site occupancy,1,120,,767.8001,False,,H40 C32 O14,8,,True,0,False
1504037,200,size_within_limit,196 sites > 150,1,196,,1931.5308,True,C23 H19 N3 O4,H76 C92 N12 O16,8,0.9296,True,0,False
1504181,200,size_within_limit,204 sites > 150,1,204,,1903.2292,True,C20 H22 O9,H88 C80 O36,8,0.8199,True,0,False
1504244,200,size_within_limit,204 sites > 150,1,204,,2081.8608,True,C23 H21 N O4 S2,H84 C92 S8 N4 O16,16,0.9493,True,0,False
1504662,200,size_within_limit,728 sites > 150,1,728,,8408.527,True,C41 H26 F18 N2 P2 S2,P16 H208 C328 S16 N16 F144,16,,True,0,False
1504757,200,ordered,partial or mixed site occupancy,1,248,,2028.2727,False,,H72 C112 S8,16,,True,0,False
1504777,200,,,1,46,46,602.8129,True,C12 H4 O2 S5,H8 C24 S10 O4,16,0.9494,True,0,True
1505078,200,ordered,partial or mixed site occupancy,1,96,,924.5228,False,,B39.99984 P3.99984 H44.00016 C3.99984,15,,True,0,False
1505087,200,,,1,84,84,940.1347,True,C6 H11 I N2 O,H44 C24 I4 N8 O4,53,0.9494,True,0,True
1505189,200,,,1,108,108,1098.0647,True,C26 H22 N4 O2,H44 C52 N8 O4,8,0.9251,True,0,True
1505242,200,size_within_limit,208 sites > 150,1,208,,2291.0991,True,C26 H22 Se2 Si2,Si8 H88 C104 Se8,34,0.949,True,0,False
1505435,200,,,1,108,108,1108.6582,True,C25 H21 Br O7,H42 C50 Br2 O14,35,0.84,True,0,True
1505493,200,,,1,148,148,1600.504,True,C13 H16 B Cl F5 I,B4 H64 C52 I4 Cl4 F20,53,0.9499,True,0,True
1505617,200,,,1,68,68,771.998,True,C16 H14 Br2 S2,H28 C32 S4 Br4,35,0.9491,True,0,True
1505636,200,,,1,82,82,753.7192,True,C15 H22 O3 Si,Si2 H44 C30 O6,14,0.8705,True,0,True
1505701,200,size_within_limit,296 sites > 150,1,296,,3378.3798,True,C22 H32 Na Ni O8 S10,Na4 Ni4 H128 C88 S40 O32,28,0.9893,True,0,False
1505703,200,size_within_limit,296 sites > 150,1,296,,3329.2158,True,C22 H32 K Ni O8 S10,K4 Ni4 H128 C88 S40 O32,28,0.9891,True,0,False
1505782,200,ordered,partial or mixed site occupancy,1,392,,3766.2648,False,,H97.6 C160 Cl30.4 O24,17,,True,1,False
1505810,200,size_within_limit,488 sites > 150,1,488,,4878.0619,True,C31 H26 O2 P2,P16 H208 C248 O16,15,,True,0,False
1505820,200,,,1,140,140,1362.5999,True,C16 H16 N2 O,H64 C64 N8 O4,8,0.9296,True,0,True
1506018,200,,,1,146,146,1324.3286,True,C30 H37 F3 O3,H74 C60 O6 F6,9,0.949,True,0,True
1506124,200,ordered,partial or mixed site occupancy,1,300,,3838.7038,False,,H112 C110 I4 N12 Cl16 O16,53,,True,0,False
1506384,200,,,1,60,60,742.3735,True,C7 H5 I O2,H20 C28 I4 O8,53,0.8582,True,0,True
1506396,200,size_within_limit,168 sites > 150,1,168,,2287.8588,True,C20 H11 Cu I N5 S4,Cu4 H44 C80 S16 I4 N20,53,0.9295,True,0,False
1506452,200,,,1,38,38,527.0466,True,C6 H9 I S3,H18 C12 S6 I2,53,0.9797,True,0,True
1506463,200,,,1,84,84,906.9145,True,C20 H10 F12,H20 C40 F24,9,0.9497,True,0,True
1506612,200,size_within_limit,160 sites > 150,1,160,,1569.9051,True,C15 H17 Cl2 N O5,H68 C60 N4 Cl8 O20,17,0.8076,True,0,False
1506726,200,size_within_limit,196 sites > 150,1,196,,1994.9853,True,C23 H24 O Sn,Sn4 H96 C92 O4,50,0.8397,True,0,False
1506864,200,,,1,84,84,927.8989,True,C20 H16 Br2 O4,H32 C40 Br4 O8,35,0.9469,True,0,True
1506914,200,size_within_limit,236 sites > 150,1,236,,1995.1436,True,C38 H67 N3 O10,H134 C76 N6 O20,8,0.8397,True,0,False
1507261,200,,,1,124,124,1064.3171,True,C25 H34 O3,H68 C50 O6,8,0.9491,True,0,True
1507351,200,size_within_limit,216 sites > 150,1,216,,2173.9994,True,C16 H28 N2 O6 S Si,Si4 H112 C64 S4 N8 O24,16,0.911,True,0,False
1507474,200,ordered,partial or mixed site occupancy,1,1240,,8622.7704,False,,P8 H112 C536 Cl48 O24,17,,True,0,False
1507570,200,,,1,126,126,1321.8778,True,C25 H25 Br N4 O8,H50 C50 Br2 N8 O16,35,0.8599,True,0,True
1507850,200,size_within_limit,248 sites > 150,1,248,,2202.4633,True,C26 H32 O4,H128 C104 O16,8,0.8405,True,0,False
1508372,200,ordered,partial or mixed site occupancy,1,232,,2471.2152,False,,H72 C112 S8 N16 O8 F8,16,,True,0,False
1508401,200,size_within_limit,248 sites > 150,1,248,,2151.589,True,C23 H35 N O2 S,H140 C92 S4 N4 O8,16,0.9259,True,0,False
1508527,200,ordered,partial or mixed site occupancy,1,44,,610.6382,False,,La5.6 Y2.4 Si8 O28,57,,False,1,False
1508563,200,size_within_limit,200 sites > 150,1,200,,1877.3325,True,C21 H24 O5,H96 C84 O20,8,0.9292,True,0,False
1508591,200,ordered,partial or mixed site occupancy,1,776,,8884.0005,False,,Si16 H304 C408 N16 O16,14,,True,0,False
1508640,200,,,1,98,98,1023.9157,True,C22 H17 F3 N2 O4 S,H34 C44 S2 N4 O8 F6,16,0.8793,True,0,True
1508941,200,,,1,72,72,721.2697,True,C20 H12 N2 O2,H24 C40 N4 O4,8,0.9356,True,1,True
1509127,200,ordered,partial or mixed site occupancy,1,2,,54.9313,False,,Ce1 In0.5 Ag0.5,58,,False,0,False
1509451,200,ordered,partial or mixed site occupancy,1,8,,164.4765,False,,Lu2 Ag2 S4,71,,False,0,False
1509638,200,,,1,142,71,2966.8551,True,Ag17 Mg54,Mg108 Ag34,47,2.6418,False,0,True
1509790,200,,,1,16,4,329.9394,True,Ag2 Dy In,Dy4 In4 Ag8,66,2.9921,False,0,True
1509805,200,,,1,16,4,337.8807,True,Ag2 Gd In,Gd4 In4 Ag8,64,3.0159,False,0,True
1510024,200,ordered,partial or mixed site occupancy,1,51,,775.0605,False,,U7 V5 Ag3 O35,92,,False,0,False
1510430,200,ordered,partial or mixed site occupancy,1,4,,64.5777,False,,Cu0.8 Au3.2,79,,False,0,False
1510886,200,ordered,partial or mixed site occupancy,1,36,,446.105,False,,Ca7.998 Yb0.5 Y1.46 Er0.042 B6 O20,70,,False,0,False
1510989,200,,,1,10,5,102.5863,True,B2 Co W2,Co2 B4 W4,74,1.8256,False,0,True
1511115,200,,,1,5,5,73.8765,True,B Eu Pd3,Eu1 B1 Pd3,63,2.098,False,0,True
1511136,200,ordered,partial or mixed site occupancy,1,2,,29.4464,False,,Er0.098 Fe1.658 B0.244,68,,False,0,False
1511525,200,ordered,partial or mixed site occupancy,1,216,,1515.1069,False,,Sc9.064 Si1.624 B178.264,21,,False,1,False
1511609,200,,,1,116,29,1246.1143,True,B6 Fe23,Fe92 B24,26,2.1324,False,0,True
1511656,200,ordered,partial or mixed site occupancy,1,272,,1948.9093,False,,Cd23.904 B56 S15.04 O102.12,48,,False,0,False
1511778,200,size_within_limit,172 sites > 150,1,172,,1770.8184,True,C19 H18 N2 O4,H72 C76 N8 O16,8,0.9598,True,0,False
1511856,200,size_within_limit,192 sites > 150,1,192,,1870.3315,True,C21 H22 Cl N2 O2,H88 C84 N8 Cl4 O8,17,0.8204,True,0,False
1512014,200,ordered,partial or mixed site occupancy,1,80,,744.3646,False,,H32 C24 N16,7,,True,0,False
1512072,200,size_within_limit,448 sites > 150,1,448,,4128.6936,True,C21 H30 O4 Ru,H240 Ru8 C168 O32,44,,True,0,False
1512114,200,size_within_limit,156 sites > 150,1,156,,1535.1256,True,C20 H15 N3 O,H60 C80 N12 O4,8,0.9494,True,0,False
1512416,200,size_within_limit,212 sites > 150,1,212,,1977.4273,True,C24 H24 Fe O4,Fe4 H96 C96 O16,26,0.8407,True,0,False
1512983,200,size_within_limit,160 sites > 150,1,160,,1624.9932,True,C13 H15 Co N3 O7 S,Co4 H60 C52 S4 N12 O28,27,0.6533,True,0,False
1513559,200,size_within_limit,194 sites > 150,1,194,,2351.695,True,C89 H91 F12 N8 O14.5 P2,P2 H78 C82 N6 O14 F12,15,0.9487,True,1,False
1513631,200,size_within_limit,280 sites > 150,1,280,,3443.5319,True,C66 H44 B2 F12 N14 Rh2,B4 H88 Rh4 C132 N28 F24,45,0.948,True,0,False
1513675,200,ordered,partial or mixed site occupancy,1,352,,4275.8206,False,,Ga8 Si8 P8 H160 C84 N24 Cl40,31,,True,0,False
1513706,200,,,1,84,84,864.783,True,C19 H14 F3 N O5,H28 C38 N2 O10 F6,9,0.9498,True,0,True
1513789,200,size_within_limit,228 sites > 150,1,228,,2267.0788,True,C22 H23 N3 O8 S,H92 C88 S4 N12 O32,16,0.9492,True,0,False
1513865,200,size_within_limit,412 sites > 150,1,412,,4888.2368,True,C45 H51 Cr N3 P3,Cr4 P12 H204 C180 N12,24,,True,0,False
1515214,200,size_within_limit,736 sites > 150,1,736,,8829.651,True,C41 H40 Cl2 N O6 P Pd,P8 H320 Pd8 C328 N8 Cl16 O48,46,,True,0,False
1515290,200,size_within_limit,464 sites > 150,1,464,,5239.0925,True,C27 H23 Cl N3 O P Pd S,P8 H184 Pd8 C216 S8 N24 Cl8 O8,46,,True,0,False
1515363,200,size_within_limit,156 sites > 150,1,156,,1431.4567,True,C14 H22 N2 S,H88 C56 S4 N8,16,0.8796,True,0,False
1515462,200,ordered,partial or mixed site occupancy,1,108,,1323.6876,False,,H46 Pt2 C46 I6 N8,78,,True,0,False
1515590,200,size_within_limit,512 sites > 150,1,512,,5170.1607,True,C68 H52 N4 S4,H208 C272 S16 N16,16,,True,0,False
1515616,200,ordered,partial or mixed site occupancy,1,940,,17277.3891,False,,Na65.6 Te38 W112 O612,74,,False,1,False
1515713,200,,,1,78,78,773.4425,True,C17 H14 B F2 N3 O2,B2 H28 C34 N6 O4 F4,9,0.9298,True,0,True
1516003,200,size_within_limit,152 sites > 150,1,152,,1237.2138,True,C10 H17 N5 O6,H68 C40 N20 O24,8,0.8399,True,0,False
1516109,200,ordered,partial or mixed site occupancy,1,304,,2303.6416,False,,Si4 H124 C80 S4 N4 O24,16,,True,0,False
1516355,200,,,1,28,28,245.518,True,C3 H8 N2 O,H16 C6 N4 O2,8,0.8631,True,0,True
1516376,200,size_within_limit,272 sites > 150,1,272,,2364.3851,True,C10 H14 N4 O6,H112 C80 N32 O48,8,0.8242,True,0,False
1516465,200,size_within_limit,408 sites > 150,1,408,,5010.5733,True,C65 H71 Cl4 N34 O29 Zn,Zn2 H142 C130 N68 Cl8 O58,30,,True,0,False
1516528,200,size_within_limit,256 sites > 150,1,256,,2526.5667,True,C26 H29 F3 Ir N O4,H116 Ir4 C104 N4 O16 F12,77,0.9493,True,0,False
1516548,200,size_within_limit,188 sites > 150,1,188,,1827.8655,True,C18 H25 Cl N Rh S,H100 Rh4 C72 S4 N4 Cl4,45,0.95,True,0,False
1516823,200,ordered,partial or mixed site occupancy,1,356,,3323.3144,False,,Dy4 H72 C92 N8 O32 F72,66,,True,0,False
1516901,200,ordered,partial or mixed site occupancy,1,400,,3516.7699,False,,Fe8 H152 Pt8 C160 N8 O16,78,,True,0,False
1516934,200,size_within_limit,484 sites > 150,1,484,,4610.9161,True,C43 H62 B N5 Ni2 O8,Ni8 B4 H248 C172 N20 O32,28,,True,0,False
1516943,200,size_within_limit,220 sites > 150,1,220,,2140.9304,True,C42 H47 Cu4 N5 O12,Cu8 H94 C84 N10 O24,29,0.929,True,0,False
1517585,200,ordered,partial or mixed site occupancy,1,172,,1255.4149,False,,Zn4 H44 C40 S4 N4 O20,30,,True,0,False
1517823,200,size_within_limit,184 sites > 150,1,184,,1767.1527,True,C16 H19 Cu N3 O7,Cu4 H76 C64 N12 O28,29,0.8308,True,0,False
1518304,200,,,1,104,104,1068.3462,True,C26 H21 Cl N2 O2,H42 C52 N4 Cl2 O4,17,0.8501,True,0,True
1518347,200,,,1,96,48,1523.3381,True,C8 H4 O8 P2 W2,P8 H16 W8 C32 O32,74,1.0499,True,0,True
1518499,200,ordered,partial or mixed site occupancy,1,224,,2254.0216,False,,Co4 As10 H124 C72 Cl8,33,,True,0,False
1518519,200,ordered,partial or mixed site occupancy,1,343,,4222.5164,False,,Si1 Mo12 P8 H92 Au8 C144 O46 F24,79,,True,1,False
1518652,200,size_within_limit,154 sites > 150,1,154,,1368.4693,True,C30 H38 N2 O7,H76 C60 N4 O14,8,0.8193,True,0,False
1518722,200,ordered,partial or mixed site occupancy,1,34,,858.8543,False,,Te0.5 C18 Se1.5 Br12 N2,52,,True,1,False
1518768,200,size_within_limit,172 sites > 150,1,172,,1978.3743,True,C15 H18 Cl2 N4 O3 Pt,H72 Pt4 C60 N16 Cl8 O12,78,0.8405,True,0,False
1518975,200,,,1,138,138,1351.4489,True,C54 H70 Br2 Mo2 O10,Mo2 H70 C54 Br2 O10,42,0.9491,True,0,True
1519096,200,,,1,5,5,112.5721,True,Al2 Eu Ge2,Eu1 Al2 Ge2,63,2.527,False,1,True
1519229,200,,,1,112,112,1265.1931,True,C11 H10 Br N3 O2 S,H40 C44 S4 Br4 N12 O8,35,0.6374,True,0,True
1519302,200,,,1,144,144,1303.1984,True,C27 H36 N2 O6 Si,Si2 H72 C54 N4 O12,14,0.9497,True,0,True
1519322,200,size_within_limit,156 sites > 150,1,156,,1395.2397,True,C15 H20 O4,H80 C60 O16,8,0.8398,True,0,False
1519474,200,size_within_limit,328 sites > 150,1,328,,3109.8143,True,C32 H40 N2 O8,H160 C128 N8 O32,8,0.949,True,0,False
1519950,200,,,1,74,74,649.5498,True,C22 H36 N4 O12,H36 C22 N4 O12,8,0.8396,True,0,True
1520182,200,size_within_limit,152 sites > 150,1,152,,1500.0014,True,C8 H8 F N O,H64 C64 N8 O8 F8,9,0.882,True,0,False
1520322,200,ordered,partial or mixed site occupancy,1,293,,2814.5445,False,,Cu6 Ge1 H72 W12 C76 N24 O64,74,,True,0,False
1520330,200,ordered,partial or mixed site occupancy,1,872,,7693.0545,False,,La4 P16 H336 C320 Br12 O32,57,,True,0,False
1520456,200,size_within_limit,180 sites > 150,1,180,,1924.173,True,C21 H17 Br F3 N O2,H68 C84 Br4 N4 O8 F12,35,0.929,True,0,False
1520469,200,ordered,partial or mixed site occupancy,1,220,,1356.4646,False,,B20 H64 C20 N4 O40,8,,True,0,False
1520500,200,geometry_sane,two atoms 0.370 A apart,1,68,,996.4564,True,As Ba H8 N O2 S4,Ba4 As4 H32 S16 N4 O8,56,0.3697,False,0,False
1520622,200,ordered,partial or mixed site occupancy,1,604,,4753.103,False,,H310.288 C153.552 N4 O48 F4,9,,True,0,False
1520657,200,,,1,82,82,833.9213,True,C18 H17 Br O5,H34 C36 Br2 O10,35,0.8404,True,0,True
1520689,200,hydrogen_declared_present,"formula declares H, no H site in the cell",1,48,,886.1502,True,C19 H23 N O4,C38 N2 O8,8,,True,1,False
1520773,200,ordered,partial or mixed site occupancy,1,24,,211.1265,False,,Mo4 H2.4 O12,42,,False,0,False
1520933,200,ordered,partial or mixed site occupancy,1,72,,1225.0224,False,,Sr8 Ga15.9988 Ge29.9966,38,,False,0,False
1521337,200,,,1,20,20,244.7259,True,La Mn O3,La4 Mn4 O12,57,1.9171,False,0,True
1521555,200,,,1,18,18,402.3327,True,Gd Mn0.333 Si Ti0.667,Gd6 Ti4 Mn2 Si6,64,2.5036,False,1,True
1521609,200,ordered,partial or mixed site occupancy,1,12,,258.8236,False,,Gd4 Sc1.2 Ti2.8 Ge4,64,,False,0,False
1522002,200,ordered,partial or mixed site occupancy,1,20,,235.1495,False,,La4 Mn0.8 Cr3.2 O12,57,,False,0,False
1522105,200,ordered,partial or mixed site occupancy,1,40,,532.5476,False,,Ba8 Co4 Ir4 O24,77,,False,0,False
1522225,200,ordered,partial or mixed site occupancy,1,14,,175.6841,False,,Ba2 Y1 Co0.17 Cu2.83 O6.54,56,,False,0,False
1522239,200,ordered,partial or mixed site occupancy,1,14,,172.7455,False,,Ba1.6 Ca0.2 Nd0.4 Y0.8 Cu3 O7,60,,False,0,False
1522405,200,ordered,partial or mixed site occupancy,1,2,,28.0945,False,,Ti0.36 V1.44 Fe0.2,26,,False,0,False
1522435,200,size_within_limit,184 sites > 150,1,184,,3099.9379,True,Al20 Eu V2,Eu8 Al160 V16,63,2.5848,False,0,False
1522442,200,ordered,partial or mixed site occupancy,1,16,,315.5454,False,,U3.6 Sn4 Pd7.56,92,,False,0,False
1522545,200,,,1,24,12,436.1895,True,Al4 Ce Ni,Ce4 Al16 Ni4,58,2.4364,False,0,True
1522657,200,,,1,8,8,191.4808,True,Hg3 Th,Th2 Hg6,90,3.1227,False,1,True
1522845,200,,,1,16,4,415.4949,True,Na Tl,Na8 Tl8,81,3.2311,False,0,True
1522976,200,ordered,partial or mixed site occupancy,1,2,,25.4122,False,,Ti0.4 Fe1.6,26,,False,0,False
1523073,200,,,1,6,6,110.5244,True,La Pt5,La1 Pt5,78,2.6902,False,1,True
1523234,200,ordered,partial or mixed site occupancy,1,24,,438.8027,False,,Tb4.8 Y3.2 Mn16,65,,False,0,False
1523591,200,,,1,14,14,271.4211,True,Hg5 Pd2,Hg10 Pd4,80,2.6765,False,0,True
1523916,200,ordered,partial or mixed site occupancy,1,4,,138.7139,False,,Nd2 Gd2,64,,False,1,False
1523978,200,,,1,36,18,1039.9133,True,Cl5 Fe Tl3,Tl12 Fe4 Cl20,81,2.1273,False,0,True
1523980,200,hydrogen_declared_present,"formula declares H, no H site in the cell",1,36,,1094.4825,True,Cl5 Co H12 N3,Co4 N12 Cl20,27,,False,2,False
1524666,200,ordered,partial or mixed site occupancy,1,2,,42.5853,False,,Li1.95 Cd0.05,48,,False,0,False
1525321,200,ordered,partial or mixed site occupancy,1,24,,381.0781,False,,Er8 Co8 Ru8,68,,False,0,False
1525520,200,,,1,4,4,115.7861,True,Ce Pb3,Ce1 Pb3,82,3.4464,False,0,True
1525593,200,ordered,partial or mixed site occupancy,1,14,,173.9219,False,,Ba2 Ca0.152 Er0.848 Cu3 O6.794,68,,False,1,False
1525734,200,ordered,partial or mixed site occupancy,1,84,,1116.776,False,,Ba4 Ce4 Ti4 Fe2 Si16 O52,58,,False,0,False
1526029,200,,,1,10,10,157.4004,True,O3 Pb Se,Pb2 Se2 O6,82,1.6177,False,0,True
1526119,200,ordered,partial or mixed site occupancy,1,88,,1079.4246,False,,Er16 Mn5.332 Mo10.668 O56,68,,False,0,False
1526146,200,ordered,partial or mixed site occupancy,1,111,,2401.3069,False,,Sr24 Ti17.93 Fe3.07 S63,38,,False,2,False
1526239,200,ordered,partial or mixed site occupancy,1,20,,237.2835,False,,La3.944 Mn3.6 Cu0.4 O12,57,,False,0,False
1526245,200,ordered,partial or mixed site occupancy,1,44,,495.1358,False,,Si4 P6 Rh2 O26,45,,False,1,False
1526463,200,ordered,partial or mixed site occupancy,1,92,,906.2796,False,,Li11.12 Zr0.8 V7.2 P12 O48,40,,False,0,False
1527004,200,ordered,partial or mixed site occupancy,1,52,,726.3657,False,,K4 Al4.04 Si11.96 O32,19,,False,1,False
1527034,200,ordered,partial or mixed site occupancy,1,56,,591.0122,False,,Mg3.2 Zn3.2 Fe16 Ni1.6 O32,30,,False,0,False
1527067,200,ordered,partial or mixed site occupancy,1,2,,45.004,False,,Gd0.5 Tm0.5 Zn1,69,,False,0,False
1527337,200,ordered,partial or mixed site occupancy,1,20,,241.8584,False,,Ca0.2 La3.8 Mn4 O12,57,,False,0,False
1527836,200,,,1,48,48,680.4986,True,F5 Os,Os8 F40,76,1.7217,False,0,True
1527970,200,ordered,partial or mixed site occupancy,1,24,,353.6932,False,,Ho4.8 Zr3.2 Co16,67,,False,0,False
1528010,200,,,1,10,5,159.0557,True,Er Ru2 Si2,Er2 Si4 Ru4,68,2.3727,False,0,True
1528295,200,,,1,64,64,694.1704,True,C4 H8 La2 O16 S2,La4 H16 C8 S4 O32,57,0.932,True,0,True
1528302,200,ordered,partial or mixed site occupancy,1,30,,327.4308,False,,Sr1 Ca5 Mn3.7 Ga2 Co0.3 O16,38,,False,0,False
1528442,200,ordered,partial or mixed site occupancy,1,76,,861.0963,False,,Co4 H16 C16 N8 O24,27,,True,0,False
1528467,200,ordered,partial or mixed site occupancy,1,8,,96.0314,False,,Al0.868 V4 Ga1.132 C2,31,,True,2,False
